acousticness,year,danceability,artist,energy,duration_ms,instrumentalness,key,spotify_id,liveness,mode,speechiness,loudness,popularity,song_name,track_id,release_date,valence,tempo,image_url,spotify_uri
0.762,2009,0.0631,Justin Bieber,0.691,215867,0.853,0,6eDApnV9Jdb1nYahOlbbUh,7.13e-05,1,0.0819999999999999,-2.528,0,One Time,71,2009-01-01,0.0372,145.999,https://i.scdn.co/image/ab67616d0000b2737c3bb9f74a98f60bdda6c9a7,6eDApnV9Jdb1nYahOlbbUh 
